userId,language,mistakePatternId,occurrenceCount,masteryScore,userArchetype
user_170,cpp,cpp.MemoryLeaks,2,0.90,PolyglotPro
user_171,cpp,cpp.PointerErrors,19,0.20,PointerStruggler
user_171,cpp,cpp.MemoryLeaks,15,0.25,PointerStruggler
user_171,python,python.SyntaxError,5,0.71,PointerStruggler
user_172,java,java.NullPointerException,26,0.12,JavaNewbie
user_172,java,java.TypeMismatch,19,0.20,JavaNewbie
user_172,cpp,cpp.PointerErrors,10,0.44,JavaNewbie
user_173,python,python.ListComprehension,34,0.93,Pythonista
user_173,python,python.AsyncAwait,4,0.83,Pythonista
user_173,java,java.TypeMismatch,7,0.70,Pythonista
user_174,cpp,cpp.InfiniteLoop,18,0.25,LogicLooper
user_174,python,python.OffByOne,16,0.28,LogicLooper
user_174,java,java.ArrayIndexOutOfBounds,15,0.30,LogicLooper
user_175,cpp,cpp.PointerErrors,2,0.95,PolyglotPro
user_175,java,java.NullPointerException,2,0.92,PolyglotPro
user_175,python,python.NameError,2,0.91,PolyglotPro
user_176,cpp,cpp.PointerErrors,22,0.15,PointerStruggler
user_176,cpp,cpp.MemoryLeaks,19,0.20,PointerStruggler
user_176,java,java.NullPointerException,6,0.62,PointerStruggler
user_177,java,java.NullPointerException,29,0.09,JavaNewbie
user_177,java,java.StaticMethods,16,0.27,JavaNewbie
user_177,python,python.IndentationError,4,0.80,JavaNewbie
user_178,python,python.ListComprehension,35,0.94,Pythonista
user_178,python,python.NameError,6,0.71,Pythonista
user_178,cpp,cpp.InfiniteLoop,13,0.46,Pythonista
user_179,cpp,cpp.InfiniteLoop,20,0.19,LogicLooper
user_179,python,python.OffByOne,18,0.22,LogicLooper
user_179,java,java.ArrayIndexOutOfBounds,17,0.26,LogicLooper
user_180,java,java.NullPointerException,1,0.97,PolyglotPro
user_180,python,python.AsyncAwait,2,0.93,PolyglotPro
user_180,cpp,cpp.OffByOne,1,0.96,PolyglotPro
user_181,cpp,cpp.PointerErrors,18,0.21,PointerStruggler
user_181,cpp,cpp.MemoryLeaks,14,0.26,PointerStruggler
user_181,python,python.TypeError,4,0.75,PointerStruggler
user_182,java,java.NullPointerException,24,0.15,JavaNewbie
user_182,java,java.TypeMismatch,16,0.24,JavaNewbie
user_182,cpp,cpp.MemoryLeaks,7,0.49,JavaNewbie
user_183,python,python.ListComprehension,32,0.91,Pythonista
user_183,python,python.AsyncAwait,3,0.87,Pythonista
user_183,java,java.ArrayIndexOutOfBounds,5,0.81,Pythonista
user_184,cpp,cpp.InfiniteLoop,16,0.27,LogicLooper
user_184,python,python.OffByOne,14,0.31,LogicLooper
user_184,java,java.ArrayIndexOutOfBounds,13,0.33,LogicLooper
user_185,cpp,cpp.PointerErrors,1,0.96,PolyglotPro
user_185,python,python.ListComprehension,2,0.94,PolyglotPro
user_185,java,java.StaticMethods,2,0.92,PolyglotPro
user_186,cpp,cpp.PointerErrors,23,0.14,PointerStruggler
user_186,cpp,cpp.MemoryLeaks,20,0.18,PointerStruggler
user_186,java,java.TypeMismatch,9,0.61,PointerStruggler
user_187,java,java.NullPointerException,30,0.08,JavaNewbie
user_187,java,java.StaticMethods,18,0.23,JavaNewbie
user_187,python,python.NameError,7,0.67,JavaNewbie
user_188,python,python.ListComprehension,36,0.95,Pythonista
user_188,python,python.NameError,5,0.75,Pythonista
user_188,cpp,cpp.PointerErrors,24,0.12,Pythonista
user_189,cpp,cpp.InfiniteLoop,21,0.17,LogicLooper
user_189,python,python.OffByOne,19,0.20,LogicLooper
user_189,java,java.ArrayIndexOutOfBounds,18,0.24,LogicLooper
user_190,python,python.AsyncAwait,1,0.95,PolyglotPro
user_190,java,java.NullPointerException,2,0.93,PolyglotPro
user_190,cpp,cpp.InfiniteLoop,2,0.91,PolyglotPro
user_191,cpp,cpp.PointerErrors,20,0.19,PointerStruggler
user_191,cpp,cpp.MemoryLeaks,16,0.24,PointerStruggler
user_191,python,python.IndentationError,6,0.65,PointerStruggler
user_192,java,java.NullPointerException,27,0.11,JavaNewbie
user_192,java,java.TypeMismatch,20,0.19,JavaNewbie
user_192,cpp,cpp.OffByOne,8,0.53,JavaNewbie
user_193,python,python.ListComprehension,33,0.92,Pythonista
user_193,python,python.AsyncAwait,4,0.84,Pythonista
user_193,java,java.NullPointerException,4,0.78,Pythonista
user_194,cpp,cpp.InfiniteLoop,19,0.21,LogicLooper
user_194,python,python.OffByOne,17,0.24,LogicLooper
user_194,java,java.ArrayIndexOutOfBounds,16,0.28,LogicLooper
user_195,java,java.NullPointerException,1,0.98,PolyglotPro
user_195,cpp,cpp.MemoryLeaks,3,0.89,PolyglotPro
user_195,python,python.OffByOne,3,0.88,PolyglotPro
user_196,cpp,cpp.PointerErrors,24,0.13,PointerStruggler
user_196,cpp,cpp.MemoryLeaks,21,0.17,PointerStruggler
user_196,java,java.StaticMethods,10,0.56,PointerStruggler
user_197,java,java.NullPointerException,28,0.10,JavaNewbie
user_197,java,java.TypeMismatch,21,0.16,JavaNewbie
user_197,python,python.ValueError,8,0.62,JavaNewbie
user_198,python,python.ListComprehension,37,0.96,Pythonista
user_198,python,python.NameError,4,0.77,Pythonista
user_198,cpp,cpp.InfiniteLoop,15,0.42,Pythonista
user_199,cpp,cpp.InfiniteLoop,22,0.16,LogicLooper
user_199,python,python.OffByOne,20,0.18,LogicLooper
user_199,java,java.ArrayIndexOutOfBounds,19,0.23,LogicLooper
user_200,cpp,cpp.PointerErrors,2,0.93,PolyglotPro
user_200,python,python.AsyncAwait,2,0.90,PolyglotPro
user_200,java,java.ArrayIndexOutOfBounds,2,0.89,PolyglotPro
user_201,cpp,cpp.PointerErrors,19,0.20,PointerStruggler
user_201,cpp,cpp.MemoryLeaks,17,0.22,PointerStruggler
user_201,java,java.ArrayIndexOutOfBounds,6,0.63,PointerStruggler
user_202,java,java.NullPointerException,25,0.14,JavaNewbie
user_202,java,java.TypeMismatch,18,0.21,JavaNewbie
user_202,python,python.NameError,5,0.69,JavaNewbie
user_203,python,python.ListComprehension,34,0.93,Pythonista
user_203,python,python.AsyncAwait,3,0.86,Pythonista
user_203,cpp,cpp.OffByOne,8,0.57,Pythonista
user_204,cpp,cpp.InfiniteLoop,16,0.27,LogicLooper
user_204,python,python.OffByOne,14,0.31,LogicLooper
user_204,java,java.ArrayIndexOutOfBounds,12,0.35,LogicLooper
user_205,cpp,cpp.PointerErrors,1,0.97,PolyglotPro
user_205,java,java.NullPointerException,2,0.94,PolyglotPro
user_205,python,python.ListComprehension,1,0.98,PolyglotPro
user_206,cpp,cpp.PointerErrors,23,0.14,PointerStruggler
user_206,cpp,cpp.MemoryLeaks,20,0.18,PointerStruggler
user_206,python,python.IndentationError,4,0.74,PointerStruggler
user_207,java,java.NullPointerException,29,0.09,JavaNewbie
user_207,java,java.StaticMethods,15,0.28,JavaNewbie
user_207,cpp,cpp.InfiniteLoop,7,0.52,JavaNewbie
user_208,python,python.ListComprehension,36,0.95,Pythonista
user_208,python,python.NameError,5,0.73,Pythonista
user_208,java,java.TypeMismatch,6,0.72,Pythonista
user_209,cpp,cpp.InfiniteLoop,18,0.24,LogicLooper
user_209,python,python.OffByOne,16,0.27,LogicLooper
user_209,java,java.ArrayIndexOutOfBounds,14,0.32,LogicLooper
user_210,cpp,cpp.PointerErrors,2,0.95,PolyglotPro
user_210,python,python.AsyncAwait,1,0.96,PolyglotPro
user_210,java,java.ArrayIndexOutOfBounds,1,0.97,PolyglotPro
user_211,cpp,cpp.PointerErrors,20,0.19,PointerStruggler
user_211,cpp,cpp.MemoryLeaks,16,0.24,PointerStruggler
user_211,java,java.NullPointerException,5,0.70,PointerStruggler
user_212,java,java.NullPointerException,26,0.12,JavaNewbie
user_212,java,java.TypeMismatch,19,0.20,JavaNewbie
user_212,python,python.ValueError,4,0.78,JavaNewbie
user_213,python,python.ListComprehension,33,0.92,Pythonista
user_213,python,python.AsyncAwait,4,0.83,Pythonista
user_213,cpp,cpp.MemoryLeaks,22,0.15,Pythonista
user_214,cpp,cpp.InfiniteLoop,17,0.25,LogicLooper
user_214,python,python.OffByOne,15,0.29,LogicLooper
user_214,java,java.ArrayIndexOutOfBounds,13,0.34,LogicLooper
user_215,java,java.NullPointerException,1,0.99,PolyglotPro
user_215,cpp,cpp.PointerErrors,3,0.91,PolyglotPro
user_215,python,python.OffByOne,2,0.93,PolyglotPro
user_216,cpp,cpp.PointerErrors,24,0.13,PointerStruggler
user_216,cpp,cpp.MemoryLeaks,21,0.17,PointerStruggler
user_216,python,python.SyntaxError,5,0.68,PointerStruggler
user_217,java,java.NullPointerException,30,0.08,JavaNewbie
user_217,java,java.StaticMethods,17,0.25,JavaNewbie
user_217,cpp,cpp.PointerErrors,11,0.42,JavaNewbie
user_218,python,python.ListComprehension,37,0.96,Pythonista
user_218,python,python.NameError,6,0.70,Pythonista
user_218,java,java.NullPointerException,3,0.84,Pythonista
user_219,cpp,cpp.InfiniteLoop,19,0.21,LogicLooper
user_219,python,python.OffByOne,17,0.24,LogicLooper
user_219,java,java.ArrayIndexOutOfBounds,15,0.30,LogicLooper
user_220,python,python.AsyncAwait,2,0.92,PolyglotPro
user_220,java,java.NullPointerException,1,0.98,PolyglotPro
user_220,cpp,cpp.InfiniteLoop,1,0.97,PolyglotPro
user_221,cpp,cpp.PointerErrors,21,0.18,PointerStruggler
user_221,cpp,cpp.MemoryLeaks,18,0.21,PointerStruggler
user_221,java,java.ArrayIndexOutOfBounds,7,0.61,PointerStruggler
user_222,java,java.NullPointerException,27,0.11,JavaNewbie
user_222,java,java.TypeMismatch,20,0.18,JavaNewbie
user_222,python,python.IndentationError,6,0.67,JavaNewbie
user_223,python,python.ListComprehension,35,0.94,Pythonista
user_223,python,python.AsyncAwait,3,0.87,Pythonista
user_223,cpp,cpp.OffByOne,9,0.56,Pythonista
user_224,cpp,cpp.InfiniteLoop,20,0.19,LogicLooper
user_224,python,python.OffByOne,18,0.22,LogicLooper
user_224,java,java.ArrayIndexOutOfBounds,16,0.27,LogicLooper
user_225,cpp,cpp.PointerErrors,2,0.94,PolyglotPro
user_225,java,java.NullPointerException,2,0.93,PolyglotPro
user_225,python,python.NameError,1,0.95,PolyglotPro
user_226,cpp,cpp.PointerErrors,25,0.12,PointerStruggler
user_226,cpp,cpp.MemoryLeaks,22,0.16,PointerStruggler
user_226,python,python.TypeError,4,0.73,PointerStruggler
user_227,java,java.NullPointerException,31,0.07,JavaNewbie
user_227,java,java.StaticMethods,18,0.23,JavaNewbie
user_227,cpp,cpp.MemoryLeaks,8,0.48,JavaNewbie
user_228,python,python.ListComprehension,38,0.97,Pythonista
user_228,python,python.NameError,7,0.69,Pythonista
user_228,java,java.TypeMismatch,5,0.76,Pythonista
user_229,cpp,cpp.InfiniteLoop,21,0.17,LogicLooper
user_229,python,python.OffByOne,19,0.20,LogicLooper
user_229,java,java.ArrayIndexOutOfBounds,17,0.25,LogicLooper
user_230,java,java.NullPointerException,1,0.96,PolyglotPro
user_230,python,python.AsyncAwait,3,0.89,PolyglotPro
user_230,cpp,cpp.PointerErrors,2,0.92,PolyglotPro
user_231,cpp,cpp.PointerErrors,19,0.20,PointerStruggler
user_231,cpp,cpp.MemoryLeaks,15,0.25,PointerStruggler
user_231,java,java.NullPointerException,6,0.64,PointerStruggler
user_232,java,java.NullPointerException,28,0.10,JavaNewbie
user_232,java,java.TypeMismatch,21,0.17,JavaNewbie
user_232,python,python.NameError,5,0.71,JavaNewbie
user_233,python,python.ListComprehension,34,0.93,Pythonista
user_233,python,python.AsyncAwait,5,0.82,Pythonista
user_233,cpp,cpp.InfiniteLoop,10,0.45,Pythonista
user_234,cpp,cpp.InfiniteLoop,18,0.23,LogicLooper
user_234,python,python.OffByOne,16,0.26,LogicLooper
user_234,java,java.ArrayIndexOutOfBounds,14,0.31,LogicLooper
user_235,cpp,cpp.PointerErrors,1,0.98,PolyglotPro
user_235,python,python.ListComprehension,2,0.94,PolyglotPro
user_235,java,java.StaticMethods,1,0.97,PolyglotPro
user_236,cpp,cpp.PointerErrors,26,0.11,PointerStruggler
user_236,cpp,cpp.MemoryLeaks,23,0.14,PointerStruggler
user_236,python,python.IndentationError,7,0.62,PointerStruggler
user_237,java,java.NullPointerException,32,0.06,JavaNewbie
user_237,java,java.StaticMethods,19,0.22,JavaNewbie
user_237,cpp,cpp.OffByOne,9,0.50,JavaNewbie
user_238,python,python.ListComprehension,39,0.98,Pythonista
user_238,python,python.NameError,8,0.65,Pythonista
user_238,java,java.ArrayIndexOutOfBounds,4,0.80,Pythonista
user_239,cpp,cpp.InfiniteLoop,22,0.16,LogicLooper
user_239,python,python.OffByOne,20,0.18,LogicLooper
user_239,java,java.ArrayIndexOutOfBounds,18,0.24,LogicLooper
user_240,python,python.AsyncAwait,1,0.97,PolyglotPro
user_240,java,java.NullPointerException,2,0.92,PolyglotPro
user_240,cpp,cpp.MemoryLeaks,2,0.91,PolyglotPro
user_241,cpp,cpp.PointerErrors,20,0.19,PointerStruggler
user_241,cpp,cpp.MemoryLeaks,17,0.22,PointerStruggler
user_241,java,java.ArrayIndexOutOfBounds,8,0.59,PointerStruggler
user_242,java,java.NullPointerException,29,0.09,JavaNewbie
user_242,java,java.TypeMismatch,22,0.15,JavaNewbie
user_242,python,python.ValueError,7,0.63,JavaNewbie
user_243,python,python.ListComprehension,36,0.95,Pythonista
user_243,python,python.AsyncAwait,4,0.84,Pythonista
user_243,cpp,cpp.PointerErrors,24,0.13,Pythonista
user_244,cpp,cpp.InfiniteLoop,19,0.21,LogicLooper
user_244,python,python.OffByOne,17,0.24,LogicLooper
user_244,java,java.ArrayIndexOutOfBounds,15,0.29,LogicLooper
user_245,java,java.NullPointerException,1,0.99,PolyglotPro
user_245,cpp,cpp.PointerErrors,3,0.90,PolyglotPro
user_245,python,python.OffByOne,2,0.92,PolyglotPro
user_246,cpp,cpp.PointerErrors,27,0.10,PointerStruggler
user_246,cpp,cpp.MemoryLeaks,24,0.13,PointerStruggler
user_246,python,python.SyntaxError,6,0.66,PointerStruggler
user_247,java,java.NullPointerException,33,0.05,JavaNewbie
user_247,java,java.StaticMethods,20,0.21,JavaNewbie
user_247,cpp,cpp.InfiniteLoop,10,0.44,JavaNewbie
user_248,python,python.ListComprehension,40,0.99,Pythonista
user_248,python,python.NameError,9,0.64,Pythonista
user_248,java,java.NullPointerException,5,0.77,Pythonista
user_249,cpp,cpp.InfiniteLoop,23,0.14,LogicLooper
user_249,python,python.OffByOne,21,0.16,LogicLooper
user_249,java,java.ArrayIndexOutOfBounds,19,0.22,LogicLooper
user_250,python,python.AsyncAwait,2,0.91,PolyglotPro
user_250,java,java.NullPointerException,1,0.95,PolyglotPro
user_250,cpp,cpp.OffByOne,1,0.96,PolyglotPro
user_251,cpp,cpp.PointerErrors,18,0.21,PointerStruggler
user_251,cpp,cpp.MemoryLeaks,14,0.26,PointerStruggler
user_251,java,java.NullPointerException,7,0.60,PointerStruggler
user_252,java,java.NullPointerException,26,0.12,JavaNewbie
user_252,java,java.TypeMismatch,18,0.21,JavaNewbie
user_252,python,python.IndentationError,6,0.68,JavaNewbie
user_253,python,python.ListComprehension,35,0.94,Pythonista
user_253,python,python.AsyncAwait,3,0.86,Pythonista
user_253,cpp,cpp.MemoryLeaks,21,0.16,Pythonista
user_254,cpp,cpp.InfiniteLoop,17,0.25,LogicLooper
user_254,python,python.OffByOne,15,0.28,LogicLooper
user_254,java,java.ArrayIndexOutOfBounds,13,0.33,LogicLooper
user_255,cpp,cpp.PointerErrors,2,0.93,PolyglotPro
user_255,java,java.NullPointerException,2,0.92,PolyglotPro
user_255,python,python.ListComprehension,1,0.96,PolyglotPro
user_256,cpp,cpp.PointerErrors,22,0.15,PointerStruggler
user_256,cpp,cpp.MemoryLeaks,19,0.20,PointerStruggler
user_256,python,python.TypeError,5,0.70,PointerStruggler
user_257,java,java.NullPointerException,30,0.08,JavaNewbie
user_257,java,java.StaticMethods,16,0.26,JavaNewbie
user_257,cpp,cpp.PointerErrors,12,0.41,JavaNewbie
user_258,python,python.ListComprehension,37,0.96,Pythonista
user_258,python,python.NameError,6,0.71,Pythonista
user_258,java,java.TypeMismatch,7,0.69,Pythonista
user_259,cpp,cpp.InfiniteLoop,20,0.18,LogicLooper
user_259,python,python.OffByOne,18,0.21,LogicLooper
user_259,java,java.ArrayIndexOutOfBounds,16,0.26,LogicLooper
user_260,java,java.NullPointerException,1,0.97,PolyglotPro
user_260,python,python.AsyncAwait,2,0.93,PolyglotPro
user_260,cpp,cpp.InfiniteLoop,2,0.90,PolyglotPro
user_261,cpp,cpp.PointerErrors,19,0.20,PointerStruggler
user_261,cpp,cpp.MemoryLeaks,15,0.24,PointerStruggler
user_261,java,java.ArrayIndexOutOfBounds,9,0.57,PointerStruggler
user_262,java,java.NullPointerException,27,0.11,JavaNewbie
user_262,java,java.TypeMismatch,19,0.19,JavaNewbie
user_262,python,python.NameError,5,0.72,JavaNewbie
user_263,python,python.ListComprehension,34,0.93,Pythonista
user_263,python,python.AsyncAwait,4,0.83,Pythonista
user_263,cpp,cpp.OffByOne,11,0.54,Pythonista
user_264,cpp,cpp.InfiniteLoop,18,0.23,LogicLooper
user_264,python,python.OffByOne,16,0.25,LogicLooper
user_264,java,java.ArrayIndexOutOfBounds,14,0.30,LogicLooper
user_265,cpp,cpp.PointerErrors,1,0.98,PolyglotPro
user_265,python,python.ListComprehension,2,0.95,PolyglotPro
user_265,java,java.StaticMethods,2,0.91,PolyglotPro
user_266,cpp,cpp.PointerErrors,23,0.14,PointerStruggler
user_266,cpp,cpp.MemoryLeaks,20,0.18,PointerStruggler
user_266,python,python.IndentationError,8,0.61,PointerStruggler
user_267,java,java.NullPointerException,31,0.07,JavaNewbie
user_267,java,java.StaticMethods,17,0.24,JavaNewbie
user_267,cpp,cpp.MemoryLeaks,9,0.47,JavaNewbie
user_268,python,python.ListComprehension,38,0.97,Pythonista
user_268,python,python.NameError,7,0.68,Pythonista
user_268,java,java.ArrayIndexOutOfBounds,5,0.79,Pythonista
user_269,cpp,cpp.InfiniteLoop,21,0.17,LogicLooper
user_269,python,python.OffByOne,19,0.19,LogicLooper
user_269,java,java.ArrayIndexOutOfBounds,17,0.24,LogicLooper
user_270,python,python.AsyncAwait,1,0.94,PolyglotPro
user_270,java,java.NullPointerException,2,0.91,PolyglotPro
user_270,cpp,cpp.PointerErrors,2,0.89,PolyglotPro
user_271,cpp,cpp.PointerErrors,20,0.19,PointerStruggler
user_271,cpp,cpp.MemoryLeaks,16,0.23,PointerStruggler
user_271,java,java.NullPointerException,8,0.58,PointerStruggler
user_272,java,java.NullPointerException,28,0.10,JavaNewbie
user_272,java,java.TypeMismatch,20,0.18,JavaNewbie
user_272,python,python.ValueError,6,0.65,JavaNewbie
user_273,python,python.ListComprehension,35,0.94,Pythonista
user_273,python,python.AsyncAwait,3,0.85,Pythonista
user_273,cpp,cpp.InfiniteLoop,12,0.43,Pythonista
user_274,cpp,cpp.InfiniteLoop,19,0.20,LogicLooper
user_274,python,python.OffByOne,17,0.22,LogicLooper
user_274,java,java.ArrayIndexOutOfBounds,15,0.28,LogicLooper
user_275,java,java.NullPointerException,1,0.96,PolyglotPro
user_275,cpp,cpp.PointerErrors,3,0.88,PolyglotPro
user_275,python,python.OffByOne,3,0.87,PolyglotPro
user_276,cpp,cpp.PointerErrors,24,0.13,PointerStruggler
user_276,cpp,cpp.MemoryLeaks,21,0.16,PointerStruggler
user_276,python,python.SyntaxError,7,0.63,PointerStruggler
user_277,java,java.NullPointerException,32,0.06,JavaNewbie
user_277,java,java.StaticMethods,18,0.22,JavaNewbie
user_277,cpp,cpp.OffByOne,10,0.46,JavaNewbie
user_278,python,python.ListComprehension,39,0.98,Pythonista
user_278,python,python.NameError,8,0.66,Pythonista
user_278,java,java.NullPointerException,4,0.81,Pythonista
user_279,cpp,cpp.InfiniteLoop,22,0.15,LogicLooper
user_279,python,python.OffByOne,20,0.17,LogicLooper
user_279,java,java.ArrayIndexOutOfBounds,18,0.23,LogicLooper
user_280,python,python.AsyncAwait,2,0.90,PolyglotPro
user_280,java,java.NullPointerException,1,0.94,PolyglotPro
user_280,cpp,cpp.MemoryLeaks,1,0.95,PolyglotPro
user_281,cpp,cpp.PointerErrors,21,0.18,PointerStruggler
user_281,cpp,cpp.MemoryLeaks,17,0.21,PointerStruggler
user_281,java,java.ArrayIndexOutOfBounds,10,0.55,PointerStruggler
user_282,java,java.NullPointerException,29,0.09,JavaNewbie
user_282,java,java.TypeMismatch,21,0.16,JavaNewbie
user_282,python,python.IndentationError,7,0.64,JavaNewbie
user_283,python,python.ListComprehension,36,0.95,Pythonista
user_283,python,python.AsyncAwait,4,0.82,Pythonista
user_283,cpp,cpp.PointerErrors,25,0.12,Pythonista
user_284,cpp,cpp.InfiniteLoop,20,0.18,LogicLooper
user_284,python,python.OffByOne,18,0.20,LogicLooper
user_284,java,java.ArrayIndexOutOfBounds,16,0.25,LogicLooper
user_285,cpp,cpp.PointerErrors,2,0.92,PolyglotPro
user_285,java,java.NullPointerException,2,0.90,PolyglotPro
user_285,python,python.NameError,2,0.88,PolyglotPro
user_286,cpp,cpp.PointerErrors,25,0.12,PointerStruggler
user_286,cpp,cpp.MemoryLeaks,22,0.15,PointerStruggler
user_286,python,python.TypeError,6,0.67,PointerStruggler
user_287,java,java.NullPointerException,33,0.05,JavaNewbie
user_287,java,java.StaticMethods,19,0.20,JavaNewbie
user_287,cpp,cpp.InfiniteLoop,11,0.43,JavaNewbie
user_288,python,python.ListComprehension,40,0.99,Pythonista
user_288,python,python.NameError,9,0.63,Pythonista
user_288,java,java.TypeMismatch,6,0.74,Pythonista
user_289,cpp,cpp.InfiniteLoop,23,0.14,LogicLooper
user_289,python,python.OffByOne,21,0.15,LogicLooper
user_289,java,java.ArrayIndexOutOfBounds,19,0.21,LogicLooper
user_290,java,java.NullPointerException,1,0.95,PolyglotPro
user_290,python,python.AsyncAwait,3,0.86,PolyglotPro
user_290,cpp,cpp.OffByOne,2,0.89,PolyglotPro
user_291,cpp,cpp.PointerErrors,19,0.20,PointerStruggler
user_291,cpp,cpp.MemoryLeaks,15,0.24,PointerStruggler
user_291,java,java.NullPointerException,9,0.56,PointerStruggler
user_292,java,java.NullPointerException,30,0.08,JavaNewbie
user_292,java,java.TypeMismatch,22,0.15,JavaNewbie
user_292,python,python.NameError,6,0.66,JavaNewbie
user_293,python,python.ListComprehension,37,0.96,Pythonista
user_293,python,python.AsyncAwait,5,0.81,Pythonista
user_293,cpp,cpp.MemoryLeaks,23,0.14,Pythonista
user_294,cpp,cpp.InfiniteLoop,19,0.20,LogicLooper
user_294,python,python.OffByOne,17,0.22,LogicLooper
user_294,java,java.ArrayIndexOutOfBounds,15,0.27,LogicLooper
user_295,cpp,cpp.PointerErrors,1,0.97,PolyglotPro
user_295,python,python.ListComprehension,2,0.93,PolyglotPro
user_295,java,java.StaticMethods,2,0.90,PolyglotPro
user_296,cpp,cpp.PointerErrors,26,0.11,PointerStruggler
user_296,cpp,cpp.MemoryLeaks,23,0.14,PointerStruggler
user_296,python,python.IndentationError,9,0.59,PointerStruggler
user_297,java,java.NullPointerException,34,0.04,JavaNewbie
user_297,java,java.StaticMethods,20,0.19,JavaNewbie
user_297,cpp,cpp.PointerErrors,13,0.40,JavaNewbie
user_298,python,python.ListComprehension,41,1.00,Pythonista
user_298,python,python.NameError,10,0.60,Pythonista
user_298,java,java.ArrayIndexOutOfBounds,6,0.75,Pythonista
user_299,cpp,cpp.InfiniteLoop,24,0.13,LogicLooper
user_299,python,python.OffByOne,22,0.14,LogicLooper
user_299,java,java.ArrayIndexOutOfBounds,20,0.20,LogicLooper
user_300,python,python.AsyncAwait,1,0.93,PolyglotPro
user_300,java,java.NullPointerException,2,0.89,PolyglotPro
user_300,cpp,cpp.InfiniteLoop,2,0.88,PolyglotPro
user_301,cpp,cpp.PointerErrors,17,0.22,PointerStruggler
user_301,cpp,cpp.MemoryLeaks,13,0.28,PointerStruggler
user_301,java,java.ArrayIndexOutOfBounds,8,0.58,PointerStruggler
user_302,java,java.NullPointerException,24,0.15,JavaNewbie
user_302,java,java.TypeMismatch,16,0.24,JavaNewbie
user_302,python,python.ValueError,5,0.70,JavaNewbie
user_303,python,python.ListComprehension,32,0.91,Pythonista
user_303,python,python.AsyncAwait,2,0.88,Pythonista
user_303,cpp,cpp.OffByOne,7,0.55,Pythonista
user_304,cpp,cpp.InfiniteLoop,15,0.29,LogicLooper
user_304,python,python.OffByOne,13,0.32,LogicLooper
user_304,java,java.ArrayIndexOutOfBounds,11,0.37,LogicLooper
user_305,cpp,cpp.PointerErrors,3,0.89,PolyglotPro
user_305,java,java.NullPointerException,1,0.96,PolyglotPro
user_305,python,python.AsyncAwait,2,0.92,PolyglotPro
user_306,cpp,cpp.PointerErrors,21,0.18,PointerStruggler
user_306,cpp,cpp.MemoryLeaks,18,0.21,PointerStruggler
user_306,python,python.SyntaxError,4,0.75,PointerStruggler
user_307,java,java.NullPointerException,26,0.12,JavaNewbie
user_307,java,java.StaticMethods,14,0.29,JavaNewbie
user_307,cpp,cpp.InfiniteLoop,6,0.53,JavaNewbie
user_308,python,python.ListComprehension,34,0.93,Pythonista
user_308,python,python.NameError,4,0.77,Pythonista
user_308,java,java.TypeMismatch,5,0.73,Pythonista
user_309,cpp,cpp.InfiniteLoop,17,0.25,LogicLooper
user_309,python,python.OffByOne,15,0.28,LogicLooper
user_309,java,java.ArrayIndexOutOfBounds,13,0.32,LogicLooper
user_310,cpp,cpp.PointerErrors,2,0.94,PolyglotPro
user_310,python,python.AsyncAwait,1,0.95,PolyglotPro
user_310,java,java.ArrayIndexOutOfBounds,1,0.96,PolyglotPro
user_311,cpp,cpp.PointerErrors,18,0.21,PointerStruggler
user_311,cpp,cpp.MemoryLeaks,14,0.26,PointerStruggler
user_311,java,java.NullPointerException,7,0.61,PointerStruggler
user_312,java,java.NullPointerException,25,0.13,JavaNewbie
user_312,java,java.TypeMismatch,17,0.23,JavaNewbie
user_312,python,python.NameError,4,0.76,JavaNewbie
user_313,python,python.ListComprehension,33,0.92,Pythonista
user_313,python,python.AsyncAwait,3,0.86,Pythonista
user_313,cpp,cpp.MemoryLeaks,20,0.17,Pythonista
user_314,cpp,cpp.InfiniteLoop,16,0.27,LogicLooper
user_314,python,python.OffByOne,14,0.30,LogicLooper
user_314,java,java.ArrayIndexOutOfBounds,12,0.35,LogicLooper
user_315,java,java.NullPointerException,1,0.98,PolyglotPro
user_315,cpp,cpp.PointerErrors,4,0.87,PolyglotPro
user_315,python,python.OffByOne,3,0.85,PolyglotPro
user_316,cpp,cpp.PointerErrors,22,0.15,PointerStruggler
user_316,cpp,cpp.MemoryLeaks,19,0.20,PointerStruggler
user_316,python,python.IndentationError,5,0.69,PointerStruggler
user_317,java,java.NullPointerException,27,0.11,JavaNewbie
user_317,java,java.StaticMethods,15,0.27,JavaNewbie
user_317,cpp,cpp.PointerErrors,10,0.44,JavaNewbie
user_318,python,python.ListComprehension,35,0.94,Pythonista
user_318,python,python.NameError,5,0.74,Pythonista
user_318,java,java.NullPointerException,2,0.85,Pythonista
user_319,cpp,cpp.InfiniteLoop,18,0.23,LogicLooper
user_319,python,python.OffByOne,16,0.25,LogicLooper
user_319,java,java.ArrayIndexOutOfBounds,14,0.31,LogicLooper
user_320,python,python.AsyncAwait,2,0.91,PolyglotPro
user_320,java,java.NullPointerException,1,0.97,PolyglotPro
user_320,cpp,cpp.InfiniteLoop,1,0.95,PolyglotPro
user_321,cpp,cpp.PointerErrors,19,0.20,PointerStruggler
user_321,cpp,cpp.MemoryLeaks,16,0.23,PointerStruggler
user_321,java,java.ArrayIndexOutOfBounds,9,0.57,PointerStruggler
